,HOSTNAME1
170108,cannabisculture.com
300711,cannoncourier.com
421997,canoe.ca
236778,canoncitydailyrecord.com
394424,cantechletter.com
145251,canterburytimes.co.uk
410610,cantondailyledger.com
386399,cantonrep.com
337029,canyon-news.com
206503,capeandislands.org
397765,capebretonpost.com
417150,capecodonline.com
415978,capecodtoday.com
412186,capital.gr
265342,capitalcityweekly.com
421444,capitalfm.co.ke
407299,capitalfm.com
407771,capitalgazette.com
390840,capitalnewyork.com
419371,capitalotc.com
383138,capitalpress.com
393563,capitolhillblue.com
15971,capitolhilltimes.com
336160,capjournal.com
356778,capradio.org
384324,capsulecomputers.com.au
384535,captees.com
384167,caradvice.com.au
384192,caranddriver.com
412722,caravannews.com
415100,carbonated.tv
364431,carbonbrief.org
384202,carbuyer.co.uk
327888,carbuzz.com
391358,cardekho.com
409491,cardplayer.com
362146,cardschat.com
406002,cardtrak.com
414134,care2.com
378747,carehome.co.uk
352303,caribbean360.com
416960,caribjournal.com
415361,carlow-nationalist.ie
399170,carmagazine.co.uk
395191,carmarthenjournal.co.uk
351114,carmitimes.com
405271,carnegieendowment.org
289779,carnegieeurope.eu
394738,carnewschina.com
138543,carolinacoastonline.com
116543,carolinajournal.com
399782,carrentals.co.uk
202403,carricktoday.co.uk
123426,carrollcountycomet.com
334441,carrollcountytimes.com
410225,cars.com
386827,carscoops.com
384169,carsguide.com.au
315726,carsite.co.uk
384103,carsuk.net
420669,cartermatt.com
373128,carthagepress.com
283523,carthrottle.com
362800,cartrade.com
317874,carwale.com
238386,carwash.com
221973,carycitizen.com
26844,cashboxcanada.ca
330389,casino.org
418015,casinocitytimes.com
409486,casinoscamreport.com
421805,castanet.net
317577,castleford.com.au
83264,castlegarnews.com
351728,castlegarsource.com
237182,catchannel.com
422218,catholic.org
371402,catholiccourier.com
371403,catholicculture.org
123462,catholicherald.co.uk
129649,catholickey.org
350492,catholicnews.com
371385,catholicphilly.com
275118,catholicregister.org
141983,catholicreview.org
416703,catholicsentinel.org
129666,catholicstarherald.org
422208,catholicsun.org
354527,catholicworldreport.com
418213,cato.org
233476,catster.com
382405,cattlenetwork.com
279448,caughtoffside.com
415845,cavalierdaily.com
352306,cayman27.com.ky
355600,caymannewsservice.com
422391,cbc.ca
377996,cbe.thejakartapost.com
356297,cbn.co.za
422213,cbn.com
194089,cbncompass.ca
419111,cbronline.com
370471,cbs12.com
416916,cbs19.tv
401843,cbs2iowa.com
422418,cbs3springfield.com
271705,cbs42.com
411718,cbs46.com
400580,cbs58.com
406682,cbs6albany.com
182021,cbs7kosa.com
403665,cbs8.com
78468,cbsatlanta.com
421924,cbslocal.com
421873,cbsnews.com
396274,cbssports.com
358353,cccnews.info
327629,ccenterdispatch.com
403625,ccheadliner.com
356350,ccjdigital.com
401554,cclonline.com
418251,cctv-america.com
410029,cdapress.com
391810,cdispatch.com
290611,cdrlabs.com
406219,cdt.org
225745,ce.cn
351713,cecildaily.com
327660,cedarrepublican.com
355830,cedarspringspost.com
407066,cedmagazine.com
381819,celebbabylaundry.com
421696,celebdirtylaundry.com
415298,celebrific.com
421634,celebrity.yahoo.com
415559,celebritybabyscoop.com
390272,celebrityexaminer.com
161168,celebrityhealthfitness.com
254086,celebritynewsandstyle.com
279833,celebrityredcarpet.co.uk
376240,celebstoner.com
194201,celebtv.com
420401,celebtwitternews.com
421680,celebuzz.com
290506,cemag.us
84151,cemnet.com
284800,centraladvocate.com.au
356663,centralbanking.com
369900,centralfloridafuture.com
409228,centralillinoisproud.com
378895,centraljersey.com
351741,centralkitsapreporter.com
242615,centralkynews.com
417397,centralmaine.com
333085,centralsomersetgazette.co.uk
407095,centraltelegraph.com.au
411165,centraltrack.com
406429,centralvalleybusinesstimes.com
272397,centralwesterndaily.com.au
411193,centredaily.com
418074,centreforaviation.com
391874,centriotimes.com
312347,cepro.com
363643,cerescourier.com
296442,cfah.org
275776,cfainstitute.org
397440,cfax1070.com
383208,cfo.com
255126,cfoworld.co.uk
401739,cfoworld.com
206679,cfra.com
405842,cftktv.com
180218,cgma.org
316590,ch-aviation.com
222015,chad.co.uk
409231,chadrad.com
108714,chaffeecountytimes.com
416981,chainstoreage.com
299121,chalkbeat.org
351539,chamberlainsun.com
421588,channel24.co.za
408120,channel3000.com
419069,channel4.com
337684,channel5.com
377865,channelbiz.co.uk
92413,channelbuzz.ca
210279,channelcanada.com
372067,channelemea.com
416483,channelguidemagblog.com
398851,channelnews.com.au
422307,channelnewsasia.com
286617,channelonline.tv
413802,channelpartnersonline.com
39345,channelpro.co.uk
422320,channelstv.com
394441,channelweb.co.uk
156523,chanute.com
394834,chanvillager.com
302379,chapelboro.com
123476,chapelhillnews.com
175513,chargerbulletin.com
420228,charismanews.com
142261,charkoosta.com
155493,charlestonbusiness.com
407125,charlestonchronicle.net
354833,charlestoncitypaper.com
421015,charlestondailymail.com
331683,charlestonscene.com
421203,charlotteobserver.com
49337,chartattack.com
387085,charter97.org
408216,chathamdailynews.ca
353253,chathamstartribune.com
418409,chattanoogan.com
267519,cheaphotelbookings.com
167257,cheaplaptops.org.uk
242854,cheboygannews.com
202295,cheddarvalleygazette.co.uk
400585,chem.info
289450,chemicalonline.com
410402,cherokeetribune.com
179105,cherwell.org
249342,cheshireherald.com
184113,chesterchronicle.co.uk
262027,chesterfieldobserver.com
320180,chestertontribune.com
327663,chetekalert.com
102945,chevyhiperformance.com
355654,chicagobusiness.com
421437,chicagodefender.com
420997,chicagoist.com
320185,chicagomag.com
420885,chicagonow.com
68084,chicagoparent.com
107547,chicagophoenix.com
385813,chicagoreader.com
421780,chicagotribune.com
183422,chickashanews.com
394816,chicoer.com
379869,chiefmarketer.com
403965,chieftain.com
345378,childmode.com
386510,chillicothegazette.com
375481,chillicothenews.com
354510,chillicothetimesbulletin.com
207820,china-briefing.com
273684,china.org.cn
417700,chinadaily.com.cn
394210,chinadigitaltimes.net
326580,chinaeconomicreview.com
371345,chinamoneynetwork.com
417540,chinapost.com.tw
394326,chinatechnews.com
422340,chinatopix.com
238128,chinavestor.com
409350,chinookobserver.com
395460,chipchick.com
404780,chippewa.com
382546,choice.com.au
399120,choicequote.co.uk
265352,choosecornwall.ca
300272,chorleycitizen.co.uk
420965,chortle.co.uk
422390,chosun.com
403857,chrisd.ca
269089,christian.org.uk
247832,christiancentury.org
354311,christianitytoday.com
130526,christiannewswire.com
420078,christianpost.com
422217,christiantoday.com
421487,chron.com
304145,chronicle-express.com
149494,chronicle-tribune.com
362488,chronicle.augusta.com
386280,chronicle.co.zw
411728,chronicle.com
197503,chronicle.gi
226368,chroniclejournal.com
311146,chroniclelive.co.uk
295655,chroniclenewspaper.com
194217,chronicleofsocialchange.org
364202,chronline.com
125952,churchtimes.co.uk
416681,cidrap.umn.edu
371998,cihan.com.tr
383956,cincyjungle.com
374765,cine-vue.com
319492,cinelinx.com
365228,cinemablaze.com
421425,cinemablend.com
363151,cinemaretro.com
355010,cinemas-online.co.uk
417237,cio-today.com
367704,cio.co.nz
340648,cio.co.uk
384820,cio.com
406555,cio.com.au
394315,ciol.com
234939,circleid.com
383140,circleofblue.org
351556,circlevilletoday.com
406963,citeworld.com
422125,citifmonline.com
38115,citizen-times.com
422343,citizennews.co.ke
245264,citizensvoice.com
149476,city-journal.org
422345,cityam.com
414563,citybeat.com
417768,cityindex.co.uk
418487,citylab.com
319137,citynews.ca
239140,cityofmoms.com
403103,citypages.com
402506,citypaper.net
422297,citypress.co.za
419191,citytalk.fm
244621,citytowninfo.com
295881,citywatchla.com
403203,cityweekly.net
405606,citywire.co.uk
400434,citywire.lu
272075,citywire.pl
393767,citywireglobal.com
290820,civilbeat.com
91140,civilrights.org
181516,civsourceonline.com
418378,cjad.com
415899,cjdccountry.com
421302,cjfw.ca
119825,cjme.com
14311,cjnews.com
395856,cjob.com
419014,cjonline.com
318877,cjr.org
367870,ckgsb.edu.cn
234474,cknw.com
417120,ckom.com
287796,ckwstv.com
258141,clactonandfrintongazette.co.uk
366500,claiborneprogress.net
388750,claimsjournal.com
138998,clantonadvertiser.com
369040,clareherald.com
262038,claremont-courier.com
398991,claremoreprogress.com
354648,clarepeople.com
170253,clarionledger.com
325986,clarkstonnews.com
418470,clarksvilleonline.com
366126,clashmusic.com
300223,classical-music.com
420381,classicalite.com
416287,classichitsandoldies.com
402963,clatl.com
366107,clclt.com
256741,cleanenergy.org
303049,cleanenergyauthority.com
413081,cleantechnica.com
272815,cleantechnology-business-review.com
355323,cleburnetimesreview.com
55241,clermontsun.com
421495,cleveland.com
416206,clevelandbanner.com
103683,clevelandbrowns.com
378949,clevelandclinic.org
419907,clevelandjewishnews.com
387494,clevelandleader.com
388839,clevescene.com
380617,clevver.com
141181,click-manchester.com
417057,click2houston.com
399290,clickgreen.org.uk
183803,clickliverpool.com
416238,clickmusic.com
419680,clickondetroit.com
384301,clickonline.com
421799,clickorlando.com
404784,clickpress.com
357059,clickz.com
268600,climateactionprogramme.org
406462,climatecentral.org
66964,climatesciencewatch.org
421840,clinicaladvisor.com
394754,clintondailyjournal.com
416134,clintonherald.com
417091,clintonnewsrecord.com
421017,cliqueclack.com
106345,clitheroeadvertiser.co.uk
414952,clizbeats.com
367689,cloudcomputing-news.net
384946,cloudpro.co.uk
231700,cloudtweaks.com
367693,cloudwedge.com
415986,cltampa.com
382314,cltv.com
87121,cm-life.com
183892,cmaj.ca
398265,cmcmarkets.co.uk
215594,cmj.com
392165,cmo.com.au
397631,cmswire.com
403780,cmt.com
250687,cmvlive.com
421943,cnbc.com
32527,cnet.co.uk
419692,cnet.com
193627,cnet.com.au
385449,cnjonline.com
309417,cnmeonline.com
417707,cnn.com
84282,cnplus.co.uk
384735,cnsnews.com
178408,cntraveler.com
422048,cntv.cn
105164,cnybj.com
415130,cnynews.com
364331,co-optimus.com
325808,co.ke
421647,co.nz
111096,co.tt
285707,co.tz
416716,co.ug
422034,co.uk
422250,co.za
374482,coalexplorer.com
352302,coalvalleynews.com
139230,coastalpoint.com
247787,coastlinepilot.com
414946,coastreporter.net
156885,coastreportonline.com
358876,coastweek.com
331252,coastweekend.com
419450,coated.com
156700,cobess.com
249276,cochraneeagle.com
419712,cochranetimes.com
346108,cochranetimespost.ca
415560,cocoafab.com
347713,cocorioko.net
421450,codewit.com
376148,coffscoastadvocate.com.au
409408,coinnews.net
297126,coinreport.net
352707,cointelegraph.com
292774,coinupdate.com
292753,coinweek.com
195251,coladaily.com
252088,coldlakesun.com
415973,colemannews.com
301796,collectionscreditrisk.com
413523,collectspace.com
413864,collegenews.com
342634,collegespun.com
421755,collegian.com
415893,collegiatetimes.com
395510,collider.com
385826,colliemail.com.au
91405,colloquy.com
373905,colombiareports.co
306853,colombogazette.com
285140,colombopage.com
25609,colorado.edu
87911,coloradoan.com
320883,coloradodaily.com
249306,coloradohometownweekly.com
310845,coloradoindependent.com
410795,colorlines.com
407646,colormagazineusa.com
281718,columbiabasinherald.com
34419,columbiabusinesstimes.com
205318,columbiachronicle.com
418426,columbiadailyherald.com
420092,columbiamissourian.com
422195,columbian.com
386114,columbiatribune.com
403011,columbusalive.com
410307,columbusceo.com
373699,columbusmonthly.com
409227,columbustelegram.com
416653,com.au
180427,com.lb
419982,com.ng
416769,com.ph
414672,com.pk
262772,com.sg
259080,com.ua
58758,comedycentral.co.uk
420920,comicbook.com
410953,comicbookbin.com
411258,comicbookmovie.com
420250,comicbookresources.com
411150,comicosity.com
414326,comicsalliance.com
421413,comingsoon.net
420654,commdiginews.com
417240,commentarymagazine.com
52220,commercejournal.com
345461,commercetuned.co.uk
393586,commercial-news.com
390251,commercialappeal.com
373318,commercialobserver.com
275874,commodities-now.com
328024,commonwealmagazine.org
55637,communityadvocate.com
8043,communitycare.co.uk
324019,communitynewspapergroup.com
329257,communitypress.ca
417403,comoxvalleyecho.com
331267,comoxvalleyrecord.com
404082,compasscayman.com
244170,competitor.com
419122,completemusicupdate.com
421403,complex.com
340589,complianceweek.com
377688,compositesworld.com
413855,compositry.com
419030,computerandvideogames.com
414109,computerdealernews.com
192627,computershopper.com
419108,computerweekly.com
413829,computerworld.co.nz
419623,computerworld.com
414120,computerworld.com.au
419219,computerworld.in
401323,computerworlduk.com
419503,computing.co.uk
298400,concentratemedia.com
246962,concertblogger.com
329413,conchovalleyhomepage.com
409251,concordmonitor.com
416542,condenast.com
377354,confectionerynews.com
418060,conference-news.co.uk
415451,congletonguardian.co.uk
416680,congoplanet.com
414557,connecteddigitalworld.com
25455,connectedworldmag.com
418919,connectionnewspapers.com
360316,connectsavannah.com
395432,connectstatesboro.com
419751,connexionfrance.com
420234,consequenceofsound.net
144598,conservativeblog.org
284156,conservativehome.com
326191,conservativehq.com
341214,consettmagazine.com
140251,consortiumnews.com
322827,constitutioncenter.org
21742,constructech.com
344359,construction.com
307283,constructionenquirer.com
362541,constructionweekonline.com
418388,consumeraffairs.com
408053,consumerelectronicsnet.com
418594,consumerist.com
359032,consumerreports.org
339389,contact-centres.com
421711,contactmusic.com
355907,continuitycentral.com
421691,contracostatimes.com
401358,contracthireandleasing.com
349370,convergedigest.com
357363,conwaydailysun.com
174119,coolage.in
413464,coolhunting.com
372215,coolmomtech.com
379156,coolum-news.com.au
62543,coomaexpress.com.au
240883,coosavalleynews.com
351505,coppercountrynews.com
378037,corante.com
345427,core77.com
367034,cornandsoybeandigest.com
224629,cornell.edu
164963,cornellsun.com
231457,cornishguardian.co.uk
332203,cornishman.co.uk
416019,cornwallfreenews.com
416065,cornwallseawaynews.com
119389,corpcommsmagazine.co.uk
258947,corpcounsel.com
236968,corrections.com
44869,corriere.it
386956,corsicanadailysun.com
392581,cortezjournal.com
416906,corvuswire.com
374621,coshoctontribune.com
131305,cosmeticdentistryguide.co.uk
244165,cosmeticsdesign.com
358475,cosmicbooknews.com
407934,cosmopolitan.co.uk
415089,cosmopolitan.com
403364,cosmopolitan.com.au
412368,costar.com
49980,costaricantimes.com
155055,cougarsbyte.com
421886,counselheal.com
134406,counteract-magazine.com
247872,countercurrents.org
400420,counterpunch.org
406130,counton2.com
403750,countrystandardtime.com
373581,countryweekly.com
393854,county10.com
419598,countyweeklynews.ca
421959,courant.com
195240,courier-journal.com
239875,courier-tribune.com
399096,courier.co.uk
390518,courierherald.com
411471,courierislander.com
156369,courierjournal.net
304375,couriermail.com.au
213520,couriernews.com
420579,courierpostonline.com
419068,courierpress.com
418709,courthousenews.com
417774,coutts.com
401382,coventrytelegraph.net
366312,coveredglobe.com
387437,covnews.com
331206,cowetaamerican.com
117633,cowichannewsleader.com
371997,cowichanvalleycitizen.com
373652,cowracommunitynews.com
83836,cp-africa.com
420679,cp24.com
173344,cpa.org.au
418210,cpapracticeadvisor.com
410486,cpexecutive.com
361030,cphpost.dk
404228,cpifinancial.net
29204,cpj.org
352753,cpr.org
267882,cpu-world.com
418567,cqnews.com.au
298278,craigdailypress.com
388688,crainsdetroit.com
343127,cramahe-now.com
374166,cranedata.com
249296,cranstononline.com
313875,crash.net
421114,craveonline.com
416161,crawleynews.co.uk
154684,crawleyobserver.co.uk
418531,crazyengineers.com
411955,crazyjoys.com
174511,creamglobal.com
219912,creativereview.co.uk
419663,creativity-online.com
405991,credit.com
104714,creditwritedowns.com
420993,crescent-news.com
385238,crestonnewsadvertiser.com
331190,crestviewbulletin.com
419722,cri.cn
414736,cricketcountry.com
393413,crikey.com.au
300962,crimsonandcreammachine.com
62974,criterioncast.com
379856,crmbuyer.com
391828,crn.com
401974,crn.com.au
390788,crn.in
385968,cronkitenewsonline.com
353361,crookstontimes.com
263701,crookwellgazette.com.au
154945,crosbyherald.co.uk
400298,crosscut.com
337808,crossville-chronicle.com
378157,crowdfundinsider.com
373667,crowdsourcing.org
151507,crowleystar.net
308239,crudestation.com
412600,cruisecritic.com
412577,cruisefever.net
275208,cruiselawnews.com
412579,cruisemates.com
122628,cruiseshipnews.co.uk
414784,crunchsports.com
294472,crunchtimenews.com
401558,crunchyroll.com
280438,crunktastical.net
421703,crushable.com
413929,cruxialcio.com
68340,csbj.com
398733,csdecisions.com
347210,csindy.com
421276,csmonitor.com
399986,csnbaltimore.com
421768,csnchicago.com
417585,csnne.com
404090,csnphilly.com
422219,csnwashington.com
406169,cso.com.au
413907,csoonline.com
409304,cspinet.org
412315,cspnet.com
